track_id,key,mode,time_signature,duration_ms,tempo,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
4QDbzpmRA6atTEEE2W7j7k,5,0,4,222973,169.984,0.379,0.868,-4.913,0.038,0.0674,0.763,0.0645,0.744
3K2eK7AcqZljMjEPpL0uZW,5,1,4,385600,114.429,0.422,0.853,-5.48,0.0303,0.0125,0.768,0.265,0.455
20goDx14UZviYtCPtLbqvs,9,1,4,295250,130.342,0.601,0.768,-8.718,0.0329,0.0785,0.712,0.0771,0.887
0MXSymo8sAZ3FYTHSf8zMZ,0,1,4,135000,128.044,0.769,0.701,-10.45,0.0354,0.249,0.00252,0.0828,0.801
6TphXgO6CQgR3HVIERWB4x,9,1,4,596920,136.997,0.298,0.502,-7.705,0.0294,0.0521,0.904,0.248,0.082
3wbGsUYUxJkGElBItCB2Nj,5,1,3,553827,154.376,0.262,0.412,-8.461,0.0353,0.0145,0.55,0.135,0.0385
5SNn7MZ9ErfgRsl93Syv0l,1,1,4,533800,100.007,0.369,0.408,-10.378,0.0288,0.0234,0.739,0.07,0.0425
2iWZGvTHsJr4IFtcbe1KUD,6,0,4,481586,116.946,0.409,0.76,-5.969,0.0341,0.00315,0.532,0.105,0.341
0zt48fSDS5hhBLmEAWngDG,4,1,4,512520,136.991,0.505,0.206,-13.371,0.0416,0.12,0.832,0.316,0.0366
2wZZzFIB3FU0hG3URyEdtE,11,1,4,504867,86.589,0.199,0.67,-6.44,0.035,0.0165,0.825,0.0518,0.0373
48F9rdWyRW7r1mrA46kcPO,11,0,4,552514,120.422,0.406,0.604,-9.182,0.0324,0.0737,0.808,0.561,0.114
1DCmcz9n9uGHLJofhITGwi,4,1,4,358009,78.347,0.432,0.902,-7.715,0.0266,0.000477,0.917,0.11,0.451
0mfo3pSczHkPwlWbawU2uX,11,0,4,544227,93.738,0.127,0.482,-8.005,0.0376,0.00154,0.766,0.109,0.0794
5cFccazWQdpgSdFDOquzqG,7,1,4,562200,130.03,0.517,0.85,-6.405,0.0503,0.000721,6e-05,0.35,0.329
3ktT0Z44Pe1btD39aeRQ8s,4,1,4,436453,136.245,0.181,0.667,-7.361,0.0392,0.0815,0.888,0.314,0.0826
1HLzOkMLl4m7phBs846sNG,1,1,4,454560,173.87,0.263,0.685,-8.703,0.0333,0.0235,0.728,0.0858,0.0799
3QXLyecihSPObaad8K4AES,9,0,3,585907,122.942,0.264,0.661,-9.705,0.0525,0.000367,0.688,0.476,0.0836
46Z1ogcP9C9UxBD1aO2iRR,10,0,4,407520,145.007,0.374,0.738,-7.498,0.0401,0.0013,0.023,0.098,0.0391
1Hu7uWexshjLpeera5VN8w,11,0,4,435000,99.669,0.186,0.644,-7.974,0.0442,0.00115,0.327,0.69,0.0668
2hsljPUHPA1L5B4uZIo0Sg,2,0,4,476213,120.072,0.349,0.684,-7.645,0.0586,0.0056,0.957,0.109,0.106
51xBgzcyzojRpqFW2ICQAB,1,1,4,343627,135.737,0.324,0.772,-6.95,0.0371,0.000609,0.173,0.12,0.291
4ti3jFBiVjPE4t9WOzKkHW,1,1,4,251376,137.029,0.471,0.713,-10.395,0.0341,0.138,0.819,0.173,0.528
5cwN1htZyoWqZCc33f3RfE,0,1,4,232200,79.955,0.61,0.637,-6.574,0.0238,0.0682,6.12e-06,0.284,0.609
66HEM39z3fDCjR36hX3Arp,2,1,4,375720,115.069,0.378,0.701,-5.412,0.0384,0.011,0.795,0.12,0.222
2jZK70rgDh2mc4bk1uiaH0,4,0,4,256093,103.821,0.396,0.565,-7.541,0.0301,0.000937,0.876,0.109,0.0393
2FfUxvwaNTtPYlyrESKtQH,9,1,4,266497,189.872,0.125,0.93,-4.213,0.0581,0.0169,0.725,0.131,0.285
2C1nOw1nRxJaBWb9I1x05A,9,1,4,266200,95.004,0.587,0.523,-9.947,0.0288,0.11,0.765,0.107,0.0457
1aDLUzCyYpRXgrjwUWzV2X,4,1,4,354360,127.397,0.633,0.831,-5.053,0.0461,0.0401,0.693,0.117,0.243
5rDdhgSxkryYbWyjYjMx85,9,0,4,297147,193.966,0.492,0.844,-6.096,0.0846,0.0323,0.0847,0.165,0.177
4CLZlTPjaKqbadAJc031OQ,0,1,4,226467,136.021,0.403,0.754,-5.256,0.0441,6.08e-05,7.73e-05,0.529,0.398
5JOO8UMaEpOfhhatQQsAqm,6,0,4,299000,132.012,0.694,0.773,-5.61,0.0352,3.27e-05,0.883,0.0761,0.896
4Vuk0wkvcchcx3dyYOCF6Q,7,1,4,287733,144.082,0.219,0.829,-6.163,0.0491,0.0067,0.83,0.146,0.437
5n0VdRZzWSor2EGFbgDmDN,1,0,3,503413,130.988,0.185,0.811,-6.821,0.0408,0.000759,0.707,0.104,0.133
25s1qqeuHILtIlg0mTplBt,2,0,4,329280,119.553,0.442,0.939,-5.367,0.0702,0.00014,0.782,0.217,0.21
7fmAZpATW2KzcTBV6ih1Py,11,0,4,552514,120.429,0.412,0.603,-9.207,0.0327,0.0731,0.811,0.56,0.114
1i3ZlWJyYIufGERa1zGyDs,9,0,4,427240,130.02,0.392,0.789,-6.593,0.0399,9.28e-05,0.0632,0.0933,0.0873
4e7sbSU33yX2MNxcW3lruY,2,1,4,292640,161.629,0.628,0.486,-13.607,0.0744,0.482,0.0,0.27,0.399
1GanR408nY0fW5tVcWrUCi,1,1,4,233707,171.998,0.693,0.788,-8.046,0.228,0.538,0.0095,0.659,0.821
5jMuXTa5hECm37P7C0mbIB,10,0,4,1078240,66.54,0.152,0.368,-15.169,0.0568,0.716,0.433,0.122,0.0448
3bwAS8cN7Xtzvv5UurJOOX,9,0,4,334907,174.875,0.341,0.662,-5.023,0.0335,0.105,0.0,0.113,0.2
1ztu25eKRR92MYER8E4iTy,4,1,4,530107,133.039,0.206,0.898,-6.942,0.0535,0.000163,0.851,0.281,0.207
7yoBjKO6cCnK3zV8gr1k4e,6,0,4,242560,127.884,0.417,0.706,-4.652,0.0945,0.00933,0.000572,0.474,0.512
509HA9Eo90mwvh21AjOMq9,1,0,4,235880,153.335,0.766,0.46,-12.555,0.408,0.0498,0.00885,0.129,0.58
3gzCw28P5shrZCaND4Jy3r,5,1,4,258573,81.624,0.811,0.364,-13.689,0.0398,0.759,0.318,0.101,0.394
0GrHWVTDsaWcD4nrCGr7VE,8,0,4,320693,150.301,0.295,0.797,-3.193,0.0301,0.598,0.000427,0.125,0.107
15YJouNHJaoBqGTmdBleMX,5,1,4,251293,120.514,0.376,0.938,-4.9,0.0618,5.18e-05,0.574,0.0705,0.385
5NHlv57KRqZg9TgwKFocGp,6,0,4,238294,123.72,0.276,0.949,-5.131,0.0586,4.12e-05,0.832,0.367,0.339
4Uiw0Sl9yskBaC6P4DcdVD,1,1,4,299867,92.615,0.206,0.965,-5.116,0.079,9.91e-06,0.827,0.367,0.168
1N8UZjYJarJpclLKBdaGwd,8,1,4,284000,97.035,0.348,0.625,-8.084,0.0243,0.000918,0.0811,0.122,0.148
2zk1COXk7NaAaDW1KWMuio,9,1,4,215293,123.009,0.53,0.601,-4.364,0.112,0.00882,0.0211,0.083,0.572
75PgBk2W8geGCGjuSxrSvh,9,1,4,639067,111.053,0.464,0.0566,-12.716,0.0715,0.0847,0.852,0.141,0.0431
